"","X","taxon_name","area_code_l3","introduced","extinct","location_doubtful"
"736",581942,"Spiranthes arcisepala","VER",0,0,0
"737",581943,"Spiranthes arcisepala","WVA",0,0,0
"738",581944,"Spiranthes arcisepala","VRG",0,0,0
"739",581947,"Spiranthes niklasii","OKL",0,0,0
"740",581948,"Spiranthes niklasii","ARK",0,0,0
"741",581949,"Spiranthes incurva","NBR",0,0,0
"742",581950,"Spiranthes incurva","ONT",0,0,0
"743",581951,"Spiranthes incurva","QUE",0,0,0
"744",581952,"Spiranthes incurva","ILL",0,0,0
"745",581953,"Spiranthes incurva","IOW",0,0,0
"746",581954,"Spiranthes incurva","KAN",0,0,0
"747",581955,"Spiranthes incurva","MIN",0,0,0
"748",581956,"Spiranthes incurva","MSO",0,0,0
"749",581957,"Spiranthes incurva","NEB",0,0,0
"750",581958,"Spiranthes incurva","SDA",0,0,0
"751",581959,"Spiranthes incurva","WIS",0,0,0
"752",581960,"Spiranthes incurva","INI",0,0,0
"753",581961,"Spiranthes incurva","MIC",0,0,0
"754",581962,"Spiranthes incurva","NWH",0,0,0
"755",581963,"Spiranthes incurva","OHI",0,0,0
"756",581964,"Spiranthes incurva","PEN",0,0,0
"757",581965,"Spiranthes incurva","VER",0,0,0
"758",581967,"Spiranthes × kapnosperia","NCA",0,0,0
"759",581968,"Spiranthes × kapnosperia","SCA",0,0,0
"760",581995,"Spiranthes igniorchis","FLA",0,0,0
"761",586970,"Spiranthes maokensis","NWG",0,0,0
"762",587116,"Spiranthes × sierrae","CAL",0,0,0
"763",587117,"Spiranthes perexilis","CAL",0,0,0
"764",596575,"Spiranthes bightensis","NWJ",0,0,0
"765",596576,"Spiranthes bightensis","NWY",0,0,0
"766",596577,"Spiranthes bightensis","DEL",0,0,0
"767",596578,"Spiranthes bightensis","MRY",0,0,0
"768",596579,"Spiranthes bightensis","VRG",0,0,0
